Domain,Area,Element,Item,Year,Value
"Macro Indicators","Brazil","Value US$ per capita","Gross National Income","2016","8525.275894"
"Macro Indicators","Brazil","Value US$ per capita","Gross National Income","2017","9743.058798"
"Macro Indicators","Brazil","Value US$ per capita","Gross National Income","2018","8896.9152"
"Macro Indicators","Brazil","Value US$ per capita","Gross National Income","2019","8696.99661"
"Macro Indicators","Brazil","Value US$ per capita","Gross National Income","2020","6666.694485"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1970","458.138594"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1971","487.606629"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1972","528.672531"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1973","615.277538"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1974","726.96937"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1975","750.424687"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1976","858.583734"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1977","1073.349585"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1978","1255.839107"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1979","1480.316012"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1980","1734.530696"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1981","1840.48506"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1982","1911.708845"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1983","1850.458816"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1984","1773.729462"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1985","1571.190654"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1986","1536.513685"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1987","1560.638869"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1988","1662.240066"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1989","1627.187411"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1990","1620.778875"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1991","1637.85859"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1992","1735.021816"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1993","1978.599837"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1994","2629.183537"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1995","2989.300393"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1996","3071.198716"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1997","3310.678539"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1998","3019.850837"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","1999","2600.688262"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2000","2461.961106"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2001","2393.260753"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2002","2354.609357"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2003","2235.179402"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2004","2705.538196"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2005","3328.669243"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2006","3642.782665"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2007","4571.112179"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2008","5283.424878"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2009","5033.698377"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2010","6104.792598"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2011","7021.496476"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2012","7743.709183"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2013","7929.93723"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2014","7873.245362"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2015","6088.521191"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2016","5807.208956"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2017","6260.184172"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2018","6556.53353"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2019","6283.31877"
"Macro Indicators","Colombia","Value US$ per capita","Gross National Income","2020","5215.193563"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1970","88.326145"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1971","89.975567"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1972","101.497877"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1973","145.618057"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1974","222.661623"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1975","257.048883"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1976","310.908235"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1977","371.264187"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1978","405.705111"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1979","392.853344"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1980","542.317393"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1981","680.31328"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1982","683.546118"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1983","597.323367"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1984","597.019048"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1985","586.285952"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1986","526.487815"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1987","485.853296"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1988","558.660176"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1989","627.620952"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1990","694.866453"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1991","766.43842"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1992","817.264663"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1993","919.120497"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1994","1024.508917"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1995","1149.661955"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1996","1277.453478"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1997","1191.713906"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1998","505.26025"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","1999","718.553972"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2000","763.037061"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2001","754.717316"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2002","914.701289"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2003","1073.329369"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2004","1149.583471"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2005","1258.872512"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2006","1594.330481"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2007","1868.183839"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2008","2189.068901"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2009","2285.702338"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2010","2985.55075"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2011","3455.982886"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2012","3510.455966"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2013","3444.714252"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2014","3305.269501"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2015","3221.179513"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2016","3448.760975"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2017","3715.962549"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2018","3777.825601"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2019","4009.488261"
"Macro Indicators","Indonesia","Value US$ per capita","Gross National Income","2020","3765.376417"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1970","62.815698"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1971","66.788719"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1972","69.820996"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1973","70.630642"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1974","74.313501"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1975","78.579337"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1976","89.610868"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1977","104.56925"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1978","123.511525"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1979","132.125844"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1980","43.359407"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1981","33.349239"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1982","37.877454"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1983","55.567248"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1984","83.677709"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1985","77.413631"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1986","79.793189"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1987","81.996954"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1988","87.275321"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1989","92.908682"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1990","89.128294"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1991","104.198184"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1992","134.446136"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1993","175.360958"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1994","215.464985"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1995","276.553902"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1996","321.309385"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1997","342.442553"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1998","340.430955"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","1999","356.342397"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2000","384.506219"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2001","399.391308"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2002","423.064614"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2003","472.937595"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2004","536.663466"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2005","674.859157"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2006","767.518499"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2007","880.869374"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2008","1115.225274"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2009","1164.835446"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2010","1267.656626"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2011","1459.391304"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2012","1665.545411"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2013","1805.841111"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2014","1933.848079"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2015","1978.056618"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2016","2100.445597"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2017","2197.970287"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2018","2407.262646"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2019","2557.701513"
"Macro Indicators","Viet Nam","Value US$ per capita","Gross National Income","2020","2624.061567"
