Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1975","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1976","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1977","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1978","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1979","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1980","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1981","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1982","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1983","1000 US$","102"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1984","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1985","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1986","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1987","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1988","1000 US$","8"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1989","1000 US$","12"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1990","1000 US$","19"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1991","1000 US$","23"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1992","1000 US$","27"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1993","1000 US$","20"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1994","1000 US$","46"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1995","1000 US$","728"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1996","1000 US$","356"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1997","1000 US$","2428"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1998","1000 US$","399"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","1999","1000 US$","71"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2000","1000 US$","138"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2001","1000 US$","490"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2002","1000 US$","648"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2003","1000 US$","475"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2004","1000 US$","546"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2005","1000 US$","524"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2006","1000 US$","547"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2007","1000 US$","706"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2008","1000 US$","733"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2009","1000 US$","2414"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2010","1000 US$","2889"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2011","1000 US$","4673"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2012","1000 US$","5975"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2013","1000 US$","7914"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2014","1000 US$","12108"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2015","1000 US$","17007"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2016","1000 US$","7402"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2017","1000 US$","7633"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2018","1000 US$","8232"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2019","1000 US$","7829"
"Crops and livestock products","Brazil","Import Value","Coffee, extracts","2020","1000 US$","7322"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1961","tonnes","11"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1962","tonnes","12"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1963","tonnes","48"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1964","tonnes","123"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1965","tonnes","682"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1966","tonnes","3974"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1967","tonnes","11832"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1968","tonnes","11538"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1969","tonnes","18458"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1970","tonnes","20285"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1971","tonnes","23251"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1972","tonnes","34254"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1973","tonnes","39236"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1974","tonnes","37107"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1975","tonnes","31379"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1976","tonnes","43602"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1977","tonnes","31765"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1978","tonnes","43953"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1979","tonnes","52952"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1980","tonnes","41176"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1981","tonnes","48115"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1982","tonnes","48153"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1983","tonnes","46563"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1984","tonnes","49309"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1985","tonnes","47639"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1986","tonnes","56846"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1987","tonnes","46359"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1988","tonnes","50824"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1989","tonnes","49430"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1990","tonnes","70513"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1991","tonnes","51334"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1992","tonnes","64627"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1993","tonnes","71660"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1994","tonnes","67541"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1995","tonnes","65444"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1996","tonnes","63635"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1997","tonnes","63707"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1998","tonnes","44438"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","1999","tonnes","51642"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2000","tonnes","53534"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2001","tonnes","64237"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2002","tonnes","63881"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2003","tonnes","70194"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2004","tonnes","80350"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2005","tonnes","88011"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2006","tonnes","75593"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2007","tonnes","80420"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2008","tonnes","80315"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2009","tonnes","70395"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2010","tonnes","82048"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2011","tonnes","85067"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2012","tonnes","83738"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2013","tonnes","84258"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2014","tonnes","82968"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2015","tonnes","84649"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2016","tonnes","92222"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2017","tonnes","87777"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2018","tonnes","88997"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2019","tonnes","99350"
"Crops and livestock products","Brazil","Export Quantity","Coffee, extracts","2020","tonnes","97810"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1961","1000 US$","53"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1962","1000 US$","56"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1963","1000 US$","245"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1964","1000 US$","212"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1965","1000 US$","799"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1966","1000 US$","9526"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1967","1000 US$","28266"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1968","1000 US$","22786"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1969","1000 US$","32732"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1970","1000 US$","42540"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1971","1000 US$","49734"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1972","1000 US$","67944"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1973","1000 US$","99966"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1974","1000 US$","115968"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1975","1000 US$","79790"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1976","1000 US$","225539"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1977","1000 US$","326002"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1978","1000 US$","348203"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1979","1000 US$","408558"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1980","1000 US$","287039"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1981","1000 US$","243964"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1982","1000 US$","255617"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1983","1000 US$","251593"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1984","1000 US$","291839"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1985","1000 US$","263294"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1986","1000 US$","341498"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1987","1000 US$","226074"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1988","1000 US$","228752"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1989","1000 US$","220984"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1990","1000 US$","176416"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1991","1000 US$","124017"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1992","1000 US$","161044"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1993","1000 US$","240399"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1994","1000 US$","365079"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1995","1000 US$","488886"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1996","1000 US$","412925"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1997","1000 US$","385175"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1998","1000 US$","271058"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","1999","1000 US$","230878"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2000","1000 US$","221762"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2001","1000 US$","204534"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2002","1000 US$","183396"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2003","1000 US$","230812"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2004","1000 US$","299333"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2005","1000 US$","395248"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2006","1000 US$","410656"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2007","1000 US$","486278"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2008","1000 US$","595184"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2009","1000 US$","487716"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2010","1000 US$","559453"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2011","1000 US$","706769"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2012","1000 US$","722335"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2013","1000 US$","677619"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2014","1000 US$","609155"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2015","1000 US$","593158"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2016","1000 US$","615996"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2017","1000 US$","659816"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2018","1000 US$","590644"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2019","1000 US$","582539"
"Crops and livestock products","Brazil","Export Value","Coffee, extracts","2020","1000 US$","533215"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1961","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1962","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1963","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1964","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1965","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1966","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1967","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1968","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1969","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1970","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1971","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1972","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1973","tonnes","3447"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1974","tonnes","5627"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1975","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1976","tonnes","2760"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1977","tonnes","4611"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1978","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1979","tonnes","31242"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1980","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1981","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1982","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1983","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1984","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1985","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1986","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1987","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1988","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1989","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1990","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1991","tonnes","45"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1992","tonnes","412"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1993","tonnes","5967"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1994","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1995","tonnes","15"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1996","tonnes","1046"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1997","tonnes","252"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1998","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","1999","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2000","tonnes","92"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2001","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2002","tonnes","1"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2003","tonnes","1"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2004","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2005","tonnes","22"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2006","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2007","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2008","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2009","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2010","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2011","tonnes",""
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2012","tonnes","2"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2013","tonnes","30"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2014","tonnes","15"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2015","tonnes","57"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2016","tonnes","14"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2017","tonnes","352"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2018","tonnes","976"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2019","tonnes","48"
"Crops and livestock products","Brazil","Import Quantity","Coffee, green","2020","tonnes","2151"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1961","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1962","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1963","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1964","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1965","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1966","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1967","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1968","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1969","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1970","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1971","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1972","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1973","1000 US$","2761"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1974","1000 US$","5049"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1975","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1976","1000 US$","7492"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1977","1000 US$","12270"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1978","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1979","1000 US$","197842"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1980","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1981","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1982","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1983","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1984","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1985","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1986","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1987","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1988","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1989","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1990","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1991","1000 US$","103"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1992","1000 US$","204"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1993","1000 US$","2195"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1994","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1995","1000 US$","116"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1996","1000 US$","2112"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1997","1000 US$","491"
