Entity,Year,production_tonnes
Suriname,2006,6
Suriname,2007,10
Suriname,2008,10
Suriname,2009,9
Suriname,2010,6
Suriname,2011,6
Suriname,2012,6
Suriname,2013,6
Suriname,2014,5
Suriname,2015,5
Suriname,2016,5
Suriname,2017,5
Suriname,2018,5
Taiwan,1961,112
Taiwan,1962,56
Taiwan,1963,42
Taiwan,1964,46
Taiwan,1965,77
Taiwan,1966,36
Taiwan,1967,66
Taiwan,1968,40
Taiwan,1969,48
Taiwan,1970,36
Taiwan,1971,34
Taiwan,1972,29
Taiwan,1973,17
Taiwan,1974,68
Taiwan,1975,66
Taiwan,1976,9
Taiwan,1977,52
Taiwan,1978,47
Taiwan,1979,36
Taiwan,1980,51
Taiwan,1981,52
Taiwan,1982,54
Taiwan,1990,0
Taiwan,1991,0
Taiwan,1992,0
Taiwan,1993,0
Taiwan,1994,0
Taiwan,1995,0
Taiwan,1996,0
Taiwan,1997,0
Taiwan,1998,0
Taiwan,1999,0
Taiwan,2000,0
Taiwan,2001,0
Taiwan,2002,0
Taiwan,2003,0
Taiwan,2004,0
Taiwan,2005,0
Taiwan,2006,0
Taiwan,2007,0
Taiwan,2008,0
Taiwan,2009,0
Taiwan,2010,0
Taiwan,2011,0
Taiwan,2012,0
Taiwan,2013,0
Taiwan,2014,0
Taiwan,2015,0
Taiwan,2016,0
Taiwan,2017,0
Taiwan,2018,0
Tanzania,1961,33000
Tanzania,1962,35000
Tanzania,1963,40900
Tanzania,1964,43600
Tanzania,1965,56400
Tanzania,1966,66900
Tanzania,1967,49600
Tanzania,1968,51100
Tanzania,1969,51545
Tanzania,1970,46140
Tanzania,1971,49700
Tanzania,1972,52126
Tanzania,1973,54997
Tanzania,1974,59454
Tanzania,1975,62291
Tanzania,1976,43278
Tanzania,1977,50216
Tanzania,1978,51359
Tanzania,1979,47875
Tanzania,1980,47802
Tanzania,1981,66441
Tanzania,1982,53120
Tanzania,1983,52129
Tanzania,1984,56943
Tanzania,1985,45808
Tanzania,1986,54756
Tanzania,1987,57653
Tanzania,1988,45510
Tanzania,1989,48800
Tanzania,1990,53420
Tanzania,1991,46210
Tanzania,1992,56030
Tanzania,1993,59574
Tanzania,1994,34151
Tanzania,1995,41971
Tanzania,1996,52490
Tanzania,1997,43568
Tanzania,1998,38002
Tanzania,1999,46670
Tanzania,2000,47800
Tanzania,2001,58100
Tanzania,2002,66170
Tanzania,2003,52320
Tanzania,2004,72440
Tanzania,2005,95390
Tanzania,2006,34300
Tanzania,2007,48869
Tanzania,2008,43100
Tanzania,2009,62350
Tanzania,2010,40000
Tanzania,2011,60575
Tanzania,2012,66204
Tanzania,2013,71200
Tanzania,2014,48982
Tanzania,2015,42674
Tanzania,2016,52982
Tanzania,2017,55747
Tanzania,2018,55770
Thailand,1961,60
Thailand,1962,60
Thailand,1963,60
Thailand,1964,60
Thailand,1965,120
Thailand,1966,120
Thailand,1967,120
Thailand,1968,180
Thailand,1969,240
Thailand,1970,600
Thailand,1971,1140
Thailand,1972,1657
Thailand,1973,2240
Thailand,1974,4020
Thailand,1975,5816
Thailand,1976,7635
Thailand,1977,6300
Thailand,1978,6900
Thailand,1979,7500
Thailand,1980,9120
Thailand,1981,12060
Thailand,1982,18539
Thailand,1983,18035
Thailand,1984,18099
Thailand,1985,26641
Thailand,1986,31455
Thailand,1987,25220
Thailand,1988,35154
Thailand,1989,59580
Thailand,1990,71483
Thailand,1991,47328
Thailand,1992,80386
Thailand,1993,70426
Thailand,1994,78175
Thailand,1995,86450
Thailand,1996,80287
Thailand,1997,83810
Thailand,1998,78444
Thailand,1999,54923
Thailand,2000,81057
Thailand,2001,86009
Thailand,2002,53447
Thailand,2003,53907
Thailand,2004,61765
Thailand,2005,59644
Thailand,2006,46873
Thailand,2007,55660
Thailand,2008,50442
Thailand,2009,56315
Thailand,2010,48955
Thailand,2011,42394
Thailand,2012,41461
Thailand,2013,37569
Thailand,2014,37950
Thailand,2015,26089
Thailand,2016,31386
Thailand,2017,34314
Thailand,2018,32684
Timor,1961,1700
Timor,1962,2127
Timor,1963,2453
Timor,1964,2378
Timor,1965,2806
Timor,1966,2088
Timor,1967,6602
Timor,1968,1023
Timor,1969,5025
Timor,1970,4906
Timor,1971,5275
Timor,1972,4701
Timor,1973,5355
Timor,1974,4500
Timor,1975,4500
Timor,1976,6000
Timor,1977,8500
Timor,1978,8500
Timor,1979,8000
Timor,1980,8000
Timor,1981,8000
Timor,1982,8000
Timor,1983,8000
Timor,1984,8000
Timor,1985,8000
Timor,1986,8000
Timor,1987,8000
Timor,1988,8000
Timor,1989,8000
Timor,1990,8631
Timor,1991,8538
Timor,1992,7734
Timor,1993,8000
Timor,1994,9000
Timor,1995,10000
Timor,1996,10987
Timor,1997,9723
Timor,1998,11000
Timor,1999,12000
Timor,2000,13000
Timor,2001,14134
Timor,2002,14000
Timor,2003,12000
Timor,2004,14500
Timor,2005,14500
Timor,2006,14000
Timor,2007,14000
Timor,2008,14009
Timor,2009,10122
Timor,2010,12653
Timor,2011,8320
Timor,2012,9945
Timor,2013,11555
Timor,2014,11433
Timor,2015,9932
Timor,2016,9521
Timor,2017,9174
Timor,2018,8876
Togo,1961,10300
Togo,1962,11600
Togo,1963,13800
Togo,1964,13800
Togo,1965,13500
Togo,1966,7900
Togo,1967,10500
Togo,1968,17208
Togo,1969,13795
Togo,1970,13877
Togo,1971,6459
Togo,1972,6806
Togo,1973,6756
Togo,1974,7694
Togo,1975,10800
Togo,1976,8512
Togo,1977,10430
Togo,1978,4707
Togo,1979,6229
Togo,1980,10385
Togo,1981,8878
Togo,1982,9237
Togo,1983,5941
Togo,1984,2689
Togo,1985,10044
Togo,1986,8179
Togo,1987,13611
Togo,1988,14500
Togo,1989,12121
Togo,1990,12800
Togo,1991,24900
Togo,1992,6300
Togo,1993,11000
Togo,1994,10600
Togo,1995,12080
Togo,1996,22400
Togo,1997,10600
Togo,1998,20000
Togo,1999,17000
Togo,2000,15200
Togo,2001,16900
Togo,2002,7900
Togo,2003,5500
Togo,2004,9300
Togo,2005,7200
Togo,2006,8900
Togo,2007,9300
Togo,2008,9143
Togo,2009,11700
Togo,2010,11500
Togo,2011,12500
Togo,2012,10843
Togo,2013,10950
Togo,2014,15500
Togo,2015,16093
Togo,2016,17933
Togo,2017,18476
Togo,2018,21023
Tonga,1983,10
Tonga,1984,12
Tonga,1985,14
Tonga,1986,14
Tonga,1987,14
Tonga,1988,14
Tonga,1989,14
Tonga,1990,13
Tonga,1991,12
Tonga,1992,13
Tonga,1993,14
Tonga,1994,14
Tonga,1995,14
Tonga,1996,15
Tonga,1997,14
Tonga,1998,14
Tonga,1999,14
Tonga,2000,14
Tonga,2001,14
Tonga,2002,14
Tonga,2003,14
Tonga,2004,14
Tonga,2005,16
Tonga,2006,18
Tonga,2007,17
Tonga,2008,17
Tonga,2009,17
Tonga,2010,16
Tonga,2011,16
Tonga,2012,16
Tonga,2013,15
Tonga,2014,15
Tonga,2015,16
Tonga,2016,16
Tonga,2017,16
Tonga,2018,16
Trinidad and Tobago,1961,2885
Trinidad and Tobago,1962,3900
Trinidad and Tobago,1963,3625
Trinidad and Tobago,1964,4181
Trinidad and Tobago,1965,4198
Trinidad and Tobago,1966,2920
Trinidad and Tobago,1967,3117
Trinidad and Tobago,1968,4586
Trinidad and Tobago,1969,3191
Trinidad and Tobago,1970,2302
Trinidad and Tobago,1971,3894
Trinidad and Tobago,1972,3300
Trinidad and Tobago,1973,2717
Trinidad and Tobago,1974,1940
Trinidad and Tobago,1975,4024
Trinidad and Tobago,1976,2671
Trinidad and Tobago,1977,2918
Trinidad and Tobago,1978,2500
Trinidad and Tobago,1979,2497
Trinidad and Tobago,1980,2240
Trinidad and Tobago,1981,2433
Trinidad and Tobago,1982,1794
Trinidad and Tobago,1983,1389
Trinidad and Tobago,1984,852
Trinidad and Tobago,1985,2141
Trinidad and Tobago,1986,1334
Trinidad and Tobago,1987,1842
Trinidad and Tobago,1988,582
Trinidad and Tobago,1989,1206
Trinidad and Tobago,1990,1944
Trinidad and Tobago,1991,914
Trinidad and Tobago,1992,707
Trinidad and Tobago,1993,874
Trinidad and Tobago,1994,1015
Trinidad and Tobago,1995,831
Trinidad and Tobago,1996,352
Trinidad and Tobago,1997,1102
Trinidad and Tobago,1998,367
Trinidad and Tobago,1999,343
Trinidad and Tobago,2000,553
Trinidad and Tobago,2001,406
Trinidad and Tobago,2002,247
Trinidad and Tobago,2003,586
Trinidad and Tobago,2004,109
Trinidad and Tobago,2005,350
Trinidad and Tobago,2006,720
Trinidad and Tobago,2007,60
Trinidad and Tobago,2008,60
Trinidad and Tobago,2009,129
Trinidad and Tobago,2010,51
Trinidad and Tobago,2011,73
Trinidad and Tobago,2012,51
Trinidad and Tobago,2013,51
Trinidad and Tobago,2014,50
Trinidad and Tobago,2015,51
Trinidad and Tobago,2016,51
Trinidad and Tobago,2017,51
Trinidad and Tobago,2018,51
Uganda,1961,94100
Uganda,1962,119000
Uganda,1963,158200
Uganda,1964,172400
Uganda,1965,152100
Uganda,1966,153900
Uganda,1967,166400
Uganda,1968,133000
Uganda,1969,247200
Uganda,1970,201500
Uganda,1971,175500
Uganda,1972,183700
Uganda,1973,212600
Uganda,1974,199100
Uganda,1975,199000
Uganda,1976,137100
Uganda,1977,155900
Uganda,1978,121300
Uganda,1979,103000
Uganda,1980,135200
Uganda,1981,97500
Uganda,1982,161866
Uganda,1983,148224
Uganda,1984,145971
Uganda,1985,143995
Uganda,1986,159881
Uganda,1987,167067
Uganda,1988,151157
Uganda,1989,169042
Uganda,1990,128747
Uganda,1991,147366
Uganda,1992,110334
Uganda,1993,144551
Uganda,1994,198371
Uganda,1995,181465
Uganda,1996,287925
Uganda,1997,219624
Uganda,1998,205056
Uganda,1999,251881
Uganda,2000,143475
Uganda,2001,197410
Uganda,2002,209547
Uganda,2003,150871
Uganda,2004,170081
Uganda,2005,158100
Uganda,2006,133310
Uganda,2007,175346
Uganda,2008,211726
Uganda,2009,195871
Uganda,2010,166968
Uganda,2011,191371
Uganda,2012,186125
Uganda,2013,222894
Uganda,2014,220135
Uganda,2015,216000
Uganda,2016,208641
Uganda,2017,209421
Uganda,2018,211200
United States,1961,3100
United States,1962,4900
United States,1963,2400
United States,1964,3600
United States,1965,2722
United States,1966,2918
United States,1967,1974
United States,1968,2068
United States,1969,1498
United States,1970,1560
United States,1971,1063
United States,1972,1321
United States,1973,1103
United States,1974,559
United States,1975,675
United States,1976,770
United States,1977,823
United States,1978,610
United States,1979,794
United States,1980,522
United States,1981,802
United States,1982,360
United States,1983,1016
United States,1984,635
United States,1985,671
United States,1986,1088
United States,1987,653
United States,1988,725
United States,1989,1160
United States,1990,1016
United States,1991,1016
United States,1992,871
United States,1993,1056
United States,1994,1560
United States,1995,1960
United States,1996,2320
United States,1997,3260
United States,1998,3450
United States,1999,3630
United States,2000,3950
United States,2001,3630
United States,2002,3400
United States,2003,3760
United States,2004,2540
United States,2005,3719
United States,2006,3311
United States,2007,3400
United States,2008,3950
United States,2009,3950
United States,2010,3990
United States,2011,3447
United States,2012,3175
United States,2013,3175
United States,2014,3670
United States,2015,2390
United States,2016,1960
United States,2017,2200
United States,2018,2380
Vanuatu,1961,240
Vanuatu,1962,200
Vanuatu,1963,200
Vanuatu,1964,200
Vanuatu,1965,250
Vanuatu,1966,250
Vanuatu,1967,300
Vanuatu,1968,240
Vanuatu,1969,180
Vanuatu,1970,120
Vanuatu,1971,120
Vanuatu,1972,120
Vanuatu,1973,120
Vanuatu,1974,120
Vanuatu,1975,60
Vanuatu,1976,60
Vanuatu,1977,60
Vanuatu,1978,60
Vanuatu,1979,80
Vanuatu,1980,60
Vanuatu,1981,61
Vanuatu,1982,21
Vanuatu,1983,38
Vanuatu,1984,55
Vanuatu,1985,65
Vanuatu,1986,57
Vanuatu,1987,53
Vanuatu,1988,15
Vanuatu,1989,25
Vanuatu,1990,15
Vanuatu,1991,42
Vanuatu,1992,30
Vanuatu,1993,28
Vanuatu,1994,31
Vanuatu,1995,33
Vanuatu,1996,40
Vanuatu,1997,38
Vanuatu,1998,50
Vanuatu,1999,45
Vanuatu,2000,30
Vanuatu,2001,15
Vanuatu,2002,20
Vanuatu,2003,16
Vanuatu,2004,16
Vanuatu,2005,14
Vanuatu,2006,16
Vanuatu,2007,16
Vanuatu,2008,15
Vanuatu,2009,15
Vanuatu,2010,24
Vanuatu,2011,40
Vanuatu,2012,34
Vanuatu,2013,42
Vanuatu,2014,35
Vanuatu,2015,30
Vanuatu,2016,30
Vanuatu,2017,29
Vanuatu,2018,29
Venezuela,1961,57050
Venezuela,1962,54228
Venezuela,1963,60678
Venezuela,1964,56141
Venezuela,1965,54387
Venezuela,1966,61000
Venezuela,1967,61824
Venezuela,1968,45886
Venezuela,1969,60665
Venezuela,1970,60586
Venezuela,1971,58385
Venezuela,1972,40406
Venezuela,1973,65926
Venezuela,1974,45878
Venezuela,1975,64611
Venezuela,1976,40350
Venezuela,1977,57682
Venezuela,1978,58977
Venezuela,1979,53935
Venezuela,1980,58173
Venezuela,1981,59566
Venezuela,1982,58037
Venezuela,1983,58848
Venezuela,1984,60861
Venezuela,1985,64370
Venezuela,1986,66232
Venezuela,1987,70188
Venezuela,1988,71040
Venezuela,1989,72594
Venezuela,1990,76412
Venezuela,1991,68404
Venezuela,1992,69340
Venezuela,1993,66476
Venezuela,1994,68404
Venezuela,1995,65088
Venezuela,1996,73026
Venezuela,1997,63000
Venezuela,1998,66840
Venezuela,1999,79854
Venezuela,2000,78440
Venezuela,2001,91877
Venezuela,2002,84470
Venezuela,2003,64265
Venezuela,2004,71503
Venezuela,2005,64484
Venezuela,2006,74332
Venezuela,2007,70311
Venezuela,2008,72000
Venezuela,2009,63193
Venezuela,2010,71687
Venezuela,2011,72109
Venezuela,2012,60917
Venezuela,2013,62069
Venezuela,2014,52683
Venezuela,2015,49987
Venezuela,2016,43012
Venezuela,2017,46650
Venezuela,2018,50080
Vietnam,1961,4100
Vietnam,1962,4020
Vietnam,1963,4500
Vietnam,1964,5500
Vietnam,1965,7500
Vietnam,1966,6300
Vietnam,1967,7000
Vietnam,1968,6000
Vietnam,1969,6500
Vietnam,1970,7300
Vietnam,1971,6500
Vietnam,1972,7000
Vietnam,1973,6600
Vietnam,1974,6000
Vietnam,1975,6800
Vietnam,1976,9700
Vietnam,1977,5600
Vietnam,1978,5400
Vietnam,1979,5100
Vietnam,1980,8400
Vietnam,1981,5300
Vietnam,1982,5300
Vietnam,1983,5700
Vietnam,1984,4800
Vietnam,1985,12300
Vietnam,1986,25000
Vietnam,1987,27500
Vietnam,1988,42000
Vietnam,1989,40900
Vietnam,1990,92000
Vietnam,1991,100000
Vietnam,1992,119200
Vietnam,1993,136100
Vietnam,1994,180000
Vietnam,1995,218000
Vietnam,1996,320100
Vietnam,1997,420500
Vietnam,1998,409300
Vietnam,1999,553200
Vietnam,2000,802500
Vietnam,2001,840600
Vietnam,2002,699500
Vietnam,2003,793700
Vietnam,2004,913800
Vietnam,2005,831000
Vietnam,2006,985300
Vietnam,2007,1251000
Vietnam,2008,1055811
Vietnam,2009,1057540
Vietnam,2010,1105700
Vietnam,2011,1276506
Vietnam,2012,1260463
Vietnam,2013,1326688
Vietnam,2014,1406469
Vietnam,2015,1452999
Vietnam,2016,1460800
Vietnam,2017,1542398
Vietnam,2018,1616307
Western Africa,1961,224245
Western Africa,1962,135516
Western Africa,1963,234059
Western Africa,1964,303831
Western Africa,1965,237909
Western Africa,1966,325727
Western Africa,1967,168562
Western Africa,1968,337678
Western Africa,1969,258275
Western Africa,1970,327532
Western Africa,1971,287049
Western Africa,1972,316054
Western Africa,1973,348698
Western Africa,1974,229137
Western Africa,1975,314295
Western Africa,1976,349094
Western Africa,1977,343802
Western Africa,1978,232742
Western Africa,1979,324653
Western Africa,1980,302652
Western Africa,1981,412990
Western Africa,1982,298016
Western Africa,1983,320572
Western Africa,1984,139942
Western Africa,1985,344256
Western Africa,1986,314853
Western Africa,1987,322866
Western Africa,1988,254802
Western Africa,1989,295541
Western Africa,1990,359564
Western Africa,1991,286799
Western Africa,1992,327084
Western Africa,1993,214317
Western Africa,1994,223901
Western Africa,1995,269910
Western Africa,1996,251228
Western Africa,1997,350301
Western Africa,1998,392171
Western Africa,1999,372745
Western Africa,2000,441335
Western Africa,2001,357033
Western Africa,2002,235295
Western Africa,2003,192266
Western Africa,2004,211237
Western Africa,2005,288322
Western Africa,2006,251026
Western Africa,2007,235325
Western Africa,2008,237904
Western Africa,2009,210585
Western Africa,2010,165280
Western Africa,2011,109412
Western Africa,2012,188999
Western Africa,2013,172700
Western Africa,2014,187942
Western Africa,2015,201845
Western Africa,2016,197431
Western Africa,2017,126161
Western Africa,2018,184204
Western Asia,1961,6500
Western Asia,1962,6500
Western Asia,1963,6000
Western Asia,1964,5800
Western Asia,1965,6400
Western Asia,1966,5423
Western Asia,1967,4523
Western Asia,1968,4523
Western Asia,1969,5133
Western Asia,1970,4933
Western Asia,1971,4943
Western Asia,1972,4556
Western Asia,1973,4433
Western Asia,1974,4453
Western Asia,1975,3970
Western Asia,1976,3990
Western Asia,1977,4910
Western Asia,1978,4936
Western Asia,1979,4650
Western Asia,1980,4650
Western Asia,1981,4705
Western Asia,1982,4691
Western Asia,1983,4167
Western Asia,1984,5302
Western Asia,1985,4963
Western Asia,1986,5012
Western Asia,1987,5111
Western Asia,1988,6474
Western Asia,1989,6807
Western Asia,1990,7411
Western Asia,1991,5430
Western Asia,1992,8218
Western Asia,1993,8727
Western Asia,1994,8480
Western Asia,1995,8993
Western Asia,1996,10600
Western Asia,1997,10325
Western Asia,1998,11283
Western Asia,1999,11182
Western Asia,2000,11363
Western Asia,2001,11906
Western Asia,2002,11499
Western Asia,2003,11608
Western Asia,2004,10260
Western Asia,2005,11331
Western Asia,2006,17292
Western Asia,2007,18330
Western Asia,2008,18788
Western Asia,2009,18924
Western Asia,2010,19029
Western Asia,2011,19275
Western Asia,2012,19828
Western Asia,2013,19984
Western Asia,2014,20059
Western Asia,2015,19257
Western Asia,2016,18945
Western Asia,2017,18767
Western Asia,2018,19338
Yemen,1961,6300
Yemen,1962,6300
Yemen,1963,5800
Yemen,1964,5700
Yemen,1965,6300
Yemen,1966,5323
Yemen,1967,4423
Yemen,1968,4423
Yemen,1969,5013
Yemen,1970,4813
Yemen,1971,4823
Yemen,1972,4313
Yemen,1973,4313
Yemen,1974,4313
Yemen,1975,3810
Yemen,1976,3810
Yemen,1977,4710
Yemen,1978,4716
Yemen,1979,4410
Yemen,1980,4390
Yemen,1981,4405
Yemen,1982,4305
Yemen,1983,3917
Yemen,1984,5152
Yemen,1985,4913
Yemen,1986,5012
Yemen,1987,5111
Yemen,1988,6474
Yemen,1989,6807
Yemen,1990,7411
Yemen,1991,5430
Yemen,1992,8218
Yemen,1993,8727
Yemen,1994,8480
Yemen,1995,8993
Yemen,1996,10600
Yemen,1997,10325
Yemen,1998,11283
Yemen,1999,11182
Yemen,2000,11363
Yemen,2001,11906
Yemen,2002,11499
Yemen,2003,11608
Yemen,2004,10260
Yemen,2005,11331
Yemen,2006,17292
Yemen,2007,18330
Yemen,2008,18788
Yemen,2009,18924
Yemen,2010,19029
Yemen,2011,19275
Yemen,2012,19828
Yemen,2013,19984
Yemen,2014,20059
Yemen,2015,19257
Yemen,2016,18945
Yemen,2017,18767
Yemen,2018,19338
Zambia,1966,0
Zambia,1967,0
Zambia,1968,0
Zambia,1969,3
Zambia,1970,7
Zambia,1971,10
Zambia,1972,7
Zambia,1973,12
Zambia,1974,13
Zambia,1975,25
Zambia,1976,37
Zambia,1977,50
Zambia,1978,80
Zambia,1979,20
Zambia,1980,30
Zambia,1981,40
Zambia,1982,66
Zambia,1983,76
Zambia,1984,200
Zambia,1985,377
Zambia,1986,600
Zambia,1987,540
Zambia,1988,540
Zambia,1989,1500
Zambia,1990,1380
Zambia,1991,1740
Zambia,1992,1792
Zambia,1993,1531
Zambia,1994,1582
Zambia,1995,1232
Zambia,1996,1580
Zambia,1997,2167
Zambia,1998,2628
Zambia,1999,3480
Zambia,2000,5400
Zambia,2001,5760
Zambia,2002,6480
Zambia,2003,6060
Zambia,2004,5000
Zambia,2005,4500
Zambia,2006,4744
Zambia,2007,5100
Zambia,2008,5863
Zambia,2009,6290
Zambia,2010,6422
Zambia,2011,6137
Zambia,2012,6303
Zambia,2013,6289
Zambia,2014,6426
Zambia,2015,6574
Zambia,2016,6955
Zambia,2017,6996
Zambia,2018,7104
Zimbabwe,1966,52
Zimbabwe,1967,62
Zimbabwe,1968,212
Zimbabwe,1969,212
Zimbabwe,1970,615
Zimbabwe,1971,745
Zimbabwe,1972,1255
Zimbabwe,1973,1553
Zimbabwe,1974,2581
Zimbabwe,1975,3415
Zimbabwe,1976,4639
Zimbabwe,1977,4310
Zimbabwe,1978,4977
Zimbabwe,1979,4603
Zimbabwe,1980,5261
Zimbabwe,1981,5476
Zimbabwe,1982,6073
Zimbabwe,1983,8234
Zimbabwe,1984,10720
Zimbabwe,1985,11354
Zimbabwe,1986,13486
Zimbabwe,1987,11599
Zimbabwe,1988,12627
Zimbabwe,1989,14601
Zimbabwe,1990,13569
Zimbabwe,1991,12091
Zimbabwe,1992,4995
Zimbabwe,1993,4000
Zimbabwe,1994,9420
Zimbabwe,1995,7860
Zimbabwe,1996,11500
Zimbabwe,1997,9300
Zimbabwe,1998,10000
Zimbabwe,1999,10000
Zimbabwe,2000,9100
Zimbabwe,2001,7518
Zimbabwe,2002,8050
Zimbabwe,2003,10000
Zimbabwe,2004,5800
Zimbabwe,2005,3960
Zimbabwe,2006,2700
Zimbabwe,2007,1860
Zimbabwe,2008,1440
Zimbabwe,2009,1260
Zimbabwe,2010,600
Zimbabwe,2011,540
Zimbabwe,2012,540
Zimbabwe,2013,783
Zimbabwe,2014,850
Zimbabwe,2015,500
Zimbabwe,2016,700
Zimbabwe,2017,638
Zimbabwe,2018,525
